"date","site","block","treatment","quad","species","tissue","biomass_category","growth_form","mass_g"
2012-08-01,"MAT06","2","F5","4","Empetrum nigrum","new stems","new above","Evergreen",0
2012-08-01,"MAT06","2","F5","5","Empetrum nigrum","new stems","new above","Evergreen",0
2012-08-01,"MAT06","3","F5","1","Empetrum nigrum","new stems","new above","Evergreen",0
2012-08-01,"MAT06","3","F5","2","Empetrum nigrum","new stems","new above","Evergreen",0.03
2012-08-01,"MAT06","3","F5","3","Empetrum nigrum","new stems","new above","Evergreen",0
2012-08-01,"MAT06","3","F5","4","Empetrum nigrum","new stems","new above","Evergreen",0.068
2012-08-01,"MAT06","3","F5","5","Empetrum nigrum","new stems","new above","Evergreen",0
2012-08-01,"MAT06","1","F5","1","Empetrum nigrum","old leaves","old above","Evergreen",0
2012-08-01,"MAT06","1","F5","2","Empetrum nigrum","old leaves","old above","Evergreen",0
2012-08-01,"MAT06","1","F5","3","Empetrum nigrum","old leaves","old above","Evergreen",0
2012-08-01,"MAT06","1","F5","4","Empetrum nigrum","old leaves","old above","Evergreen",0
2012-08-01,"MAT06","1","F5","5","Empetrum nigrum","old leaves","old above","Evergreen",0
2012-08-01,"MAT06","2","F5","1","Empetrum nigrum","old leaves","old above","Evergreen",0.434
2012-08-01,"MAT06","2","F5","2","Empetrum nigrum","old leaves","old above","Evergreen",0.351
2012-08-01,"MAT06","2","F5","3","Empetrum nigrum","old leaves","old above","Evergreen",0.146
2012-08-01,"MAT06","2","F5","4","Empetrum nigrum","old leaves","old above","Evergreen",0
2012-08-01,"MAT06","2","F5","5","Empetrum nigrum","old leaves","old above","Evergreen",0
2012-08-01,"MAT06","3","F5","1","Empetrum nigrum","old leaves","old above","Evergreen",0
2012-08-01,"MAT06","3","F5","2","Empetrum nigrum","old leaves","old above","Evergreen",0.104
2012-08-01,"MAT06","3","F5","3","Empetrum nigrum","old leaves","old above","Evergreen",0
2012-08-01,"MAT06","3","F5","4","Empetrum nigrum","old leaves","old above","Evergreen",0.009
2012-08-01,"MAT06","3","F5","5","Empetrum nigrum","old leaves","old above","Evergreen",0
2012-08-01,"MAT06","1","F5","1","Empetrum nigrum","old stems","old above","Evergreen",0
2012-08-01,"MAT06","1","F5","2","Empetrum nigrum","old stems","old above","Evergreen",0
2012-08-01,"MAT06","1","F5","3","Empetrum nigrum","old stems","old above","Evergreen",0
2012-08-01,"MAT06","1","F5","4","Empetrum nigrum","old stems","old above","Evergreen",0
2012-08-01,"MAT06","1","F5","5","Empetrum nigrum","old stems","old above","Evergreen",0
2012-08-01,"MAT06","2","F5","1","Empetrum nigrum","old stems","old above","Evergreen",0.956
2012-08-01,"MAT06","2","F5","2","Empetrum nigrum","old stems","old above","Evergreen",0.468
2012-08-01,"MAT06","2","F5","3","Empetrum nigrum","old stems","old above","Evergreen",0.338
2012-08-01,"MAT06","2","F5","4","Empetrum nigrum","old stems","old above","Evergreen",0
2012-08-01,"MAT06","2","F5","5","Empetrum nigrum","old stems","old above","Evergreen",0
2012-08-01,"MAT06","3","F5","1","Empetrum nigrum","old stems","old above","Evergreen",0
2012-08-01,"MAT06","3","F5","2","Empetrum nigrum","old stems","old above","Evergreen",0.301
2012-08-01,"MAT06","3","F5","3","Empetrum nigrum","old stems","old above","Evergreen",0
2012-08-01,"MAT06","3","F5","4","Empetrum nigrum","old stems","old above","Evergreen",0.706
2012-08-01,"MAT06","3","F5","5","Empetrum nigrum","old stems","old above","Evergreen",0
2012-08-01,"MAT06","1","F5","1","Empetrum nigrum","inflor.","new above","Evergreen",0
2012-08-01,"MAT06","1","F5","2","Empetrum nigrum","inflor.","new above","Evergreen",0
2012-08-01,"MAT06","1","F5","3","Empetrum nigrum","inflor.","new above","Evergreen",0
2012-08-01,"MAT06","1","F5","4","Empetrum nigrum","inflor.","new above","Evergreen",0
2012-08-01,"MAT06","1","F5","5","Empetrum nigrum","inflor.","new above","Evergreen",0
2012-08-01,"MAT06","2","F5","1","Empetrum nigrum","inflor.","new above","Evergreen",0
2012-08-01,"MAT06","2","F5","2","Empetrum nigrum","inflor.","new above","Evergreen",0
2012-08-01,"MAT06","2","F5","3","Empetrum nigrum","inflor.","new above","Evergreen",0
2012-08-01,"MAT06","2","F5","4","Empetrum nigrum","inflor.","new above","Evergreen",0
2012-08-01,"MAT06","2","F5","5","Empetrum nigrum","inflor.","new above","Evergreen",0
2012-08-01,"MAT06","3","F5","1","Empetrum nigrum","inflor.","new above","Evergreen",0
2012-08-01,"MAT06","3","F5","2","Empetrum nigrum","inflor.","new above","Evergreen",0
2012-08-01,"MAT06","3","F5","3","Empetrum nigrum","inflor.","new above","Evergreen",0
2012-08-01,"MAT06","3","F5","4","Empetrum nigrum","inflor.","new above","Evergreen",0
2012-08-01,"MAT06","3","F5","5","Empetrum nigrum","inflor.","new above","Evergreen",0
2012-08-01,"MAT06","1","F5","1","Empetrum nigrum","Below stems","below","Evergreen",0
2012-08-01,"MAT06","1","F5","2","Empetrum nigrum","Below stems","below","Evergreen",0
2012-08-01,"MAT06","1","F5","3","Empetrum nigrum","Below stems","below","Evergreen",0
2012-08-01,"MAT06","1","F5","4","Empetrum nigrum","Below stems","below","Evergreen",0
2012-08-01,"MAT06","1","F5","5","Empetrum nigrum","Below stems","below","Evergreen",0
2012-08-01,"MAT06","2","F5","1","Empetrum nigrum","Below stems","below","Evergreen",0.05
2012-08-01,"MAT06","2","F5","2","Empetrum nigrum","Below stems","below","Evergreen",0.728
2012-08-01,"MAT06","2","F5","3","Empetrum nigrum","Below stems","below","Evergreen",0.448
2012-08-01,"MAT06","2","F5","4","Empetrum nigrum","Below stems","below","Evergreen",0
2012-08-01,"MAT06","2","F5","5","Empetrum nigrum","Below stems","below","Evergreen",0
2012-08-01,"MAT06","3","F5","1","Empetrum nigrum","Below stems","below","Evergreen",0
2012-08-01,"MAT06","3","F5","2","Empetrum nigrum","Below stems","below","Evergreen",0
2012-08-01,"MAT06","3","F5","3","Empetrum nigrum","Below stems","below","Evergreen",0
2012-08-01,"MAT06","3","F5","4","Empetrum nigrum","Below stems","below","Evergreen",0.161
2012-08-01,"MAT06","3","F5","5","Empetrum nigrum","Below stems","below","Evergreen",0
2012-08-01,"MAT06","1","F5","1","Rubus chamaemorus","new above","new above","Forbs",0
2012-08-01,"MAT06","1","F5","2","Rubus chamaemorus","new above","new above","Forbs",0.862
2012-08-01,"MAT06","1","F5","3","Rubus chamaemorus","new above","new above","Forbs",0.604
2012-08-01,"MAT06","1","F5","4","Rubus chamaemorus","new above","new above","Forbs",0.341
2012-08-01,"MAT06","1","F5","5","Rubus chamaemorus","new above","new above","Forbs",0.425
2012-08-01,"MAT06","2","F5","1","Rubus chamaemorus","new above","new above","Forbs",0
2012-08-01,"MAT06","2","F5","2","Rubus chamaemorus","new above","new above","Forbs",0
2012-08-01,"MAT06","2","F5","3","Rubus chamaemorus","new above","new above","Forbs",0
2012-08-01,"MAT06","2","F5","4","Rubus chamaemorus","new above","new above","Forbs",0
2012-08-01,"MAT06","2","F5","5","Rubus chamaemorus","new above","new above","Forbs",0
2012-08-01,"MAT06","3","F5","1","Rubus chamaemorus","new above","new above","Forbs",0
2012-08-01,"MAT06","3","F5","2","Rubus chamaemorus","new above","new above","Forbs",0
2012-08-01,"MAT06","3","F5","3","Rubus chamaemorus","new above","new above","Forbs",0
2012-08-01,"MAT06","3","F5","4","Rubus chamaemorus","new above","new above","Forbs",0
2012-08-01,"MAT06","3","F5","5","Rubus chamaemorus","new above","new above","Forbs",0
2012-08-01,"MAT06","1","F5","1","Rubus chamaemorus","Below","below","Forbs",0.501
2012-08-01,"MAT06","1","F5","2","Rubus chamaemorus","Below","below","Forbs",1.057
2012-08-01,"MAT06","1","F5","3","Rubus chamaemorus","Below","below","Forbs",1.152
2012-08-01,"MAT06","1","F5","4","Rubus chamaemorus","Below","below","Forbs",0.659
2012-08-01,"MAT06","1","F5","5","Rubus chamaemorus","Below","below","Forbs",1.689
2012-08-01,"MAT06","2","F5","1","Rubus chamaemorus","Below","below","Forbs",0
2012-08-01,"MAT06","2","F5","2","Rubus chamaemorus","Below","below","Forbs",0
2012-08-01,"MAT06","2","F5","3","Rubus chamaemorus","Below","below","Forbs",0
2012-08-01,"MAT06","2","F5","4","Rubus chamaemorus","Below","below","Forbs",0
2012-08-01,"MAT06","2","F5","5","Rubus chamaemorus","Below","below","Forbs",0
2012-08-01,"MAT06","3","F5","1","Rubus chamaemorus","Below","below","Forbs",0
2012-08-01,"MAT06","3","F5","2","Rubus chamaemorus","Below","below","Forbs",0
2012-08-01,"MAT06","3","F5","3","Rubus chamaemorus","Below","below","Forbs",0
2012-08-01,"MAT06","3","F5","4","Rubus chamaemorus","Below","below","Forbs",0
2012-08-01,"MAT06","3","F5","5","Rubus chamaemorus","Below","below","Forbs",0
2012-08-01,"MAT06","1","F5","1","Polygonum bistorta","new above","new above","Forbs",0
2012-08-01,"MAT06","1","F5","2","Polygonum bistorta","new above","new above","Forbs",0
2012-08-01,"MAT06","1","F5","3","Polygonum bistorta","new above","new above","Forbs",0
2012-08-01,"MAT06","1","F5","4","Polygonum bistorta","new above","new above","Forbs",0
2012-08-01,"MAT06","1","F5","5","Polygonum bistorta","new above","new above","Forbs",0
2012-08-01,"MAT06","2","F5","1","Polygonum bistorta","new above","new above","Forbs",0
2012-08-01,"MAT06","2","F5","2","Polygonum bistorta","new above","new above","Forbs",0
2012-08-01,"MAT06","2","F5","3","Polygonum bistorta","new above","new above","Forbs",0
2012-08-01,"MAT06","2","F5","4","Polygonum bistorta","new above","new above","Forbs",0
2012-08-01,"MAT06","2","F5","5","Polygonum bistorta","new above","new above","Forbs",0
2012-08-01,"MAT06","3","F5","1","Polygonum bistorta","new above","new above","Forbs",0.349
2012-08-01,"MAT06","3","F5","2","Polygonum bistorta","new above","new above","Forbs",0
2012-08-01,"MAT06","3","F5","3","Polygonum bistorta","new above","new above","Forbs",0
2012-08-01,"MAT06","3","F5","4","Polygonum bistorta","new above","new above","Forbs",0.057
2012-08-01,"MAT06","3","F5","5","Polygonum bistorta","new above","new above","Forbs",0
2012-08-01,"MAT06","1","F5","1","Polygonum bistorta","Below","below","Forbs",0
2012-08-01,"MAT06","1","F5","2","Polygonum bistorta","Below","below","Forbs",0
2012-08-01,"MAT06","1","F5","3","Polygonum bistorta","Below","below","Forbs",0
2012-08-01,"MAT06","1","F5","4","Polygonum bistorta","Below","below","Forbs",0
2012-08-01,"MAT06","1","F5","5","Polygonum bistorta","Below","below","Forbs",0
2012-08-01,"MAT06","2","F5","1","Polygonum bistorta","Below","below","Forbs",0.491
2012-08-01,"MAT06","2","F5","2","Polygonum bistorta","Below","below","Forbs",0.105
2012-08-01,"MAT06","2","F5","3","Polygonum bistorta","Below","below","Forbs",0
2012-08-01,"MAT06","2","F5","4","Polygonum bistorta","Below","below","Forbs",0
2012-08-01,"MAT06","2","F5","5","Polygonum bistorta","Below","below","Forbs",0.072
2012-08-01,"MAT06","3","F5","1","Polygonum bistorta","Below","below","Forbs",0.104
2012-08-01,"MAT06","3","F5","2","Polygonum bistorta","Below","below","Forbs",0.378
2012-08-01,"MAT06","3","F5","3","Polygonum bistorta","Below","below","Forbs",0
2012-08-01,"MAT06","3","F5","4","Polygonum bistorta","Below","below","Forbs",0.113
2012-08-01,"MAT06","3","F5","5","Polygonum bistorta","Below","below","Forbs",0.28
2012-08-01,"MAT06","1","F5","1","Petasites frigidus","new above","new above","Forbs",0
2012-08-01,"MAT06","1","F5","2","Petasites frigidus","new above","new above","Forbs",0
2012-08-01,"MAT06","1","F5","3","Petasites frigidus","new above","new above","Forbs",0
2012-08-01,"MAT06","1","F5","4","Petasites frigidus","new above","new above","Forbs",0
2012-08-01,"MAT06","1","F5","5","Petasites frigidus","new above","new above","Forbs",0
2012-08-01,"MAT06","2","F5","1","Petasites frigidus","new above","new above","Forbs",0
2012-08-01,"MAT06","2","F5","2","Petasites frigidus","new above","new above","Forbs",0
2012-08-01,"MAT06","2","F5","3","Petasites frigidus","new above","new above","Forbs",0
2012-08-01,"MAT06","2","F5","4","Petasites frigidus","new above","new above","Forbs",0
2012-08-01,"MAT06","2","F5","5","Petasites frigidus","new above","new above","Forbs",0
2012-08-01,"MAT06","3","F5","1","Petasites frigidus","new above","new above","Forbs",0
2012-08-01,"MAT06","3","F5","2","Petasites frigidus","new above","new above","Forbs",0
2012-08-01,"MAT06","3","F5","3","Petasites frigidus","new above","new above","Forbs",0
2012-08-01,"MAT06","3","F5","4","Petasites frigidus","new above","new above","Forbs",0
2012-08-01,"MAT06","3","F5","5","Petasites frigidus","new above","new above","Forbs",0
2012-08-01,"MAT06","1","F5","1","Petasites frigidus","Below","below","Forbs",0
2012-08-01,"MAT06","1","F5","2","Petasites frigidus","Below","below","Forbs",0
2012-08-01,"MAT06","1","F5","3","Petasites frigidus","Below","below","Forbs",0
2012-08-01,"MAT06","1","F5","4","Petasites frigidus","Below","below","Forbs",0
2012-08-01,"MAT06","1","F5","5","Petasites frigidus","Below","below","Forbs",0
2012-08-01,"MAT06","2","F5","1","Petasites frigidus","Below","below","Forbs",0
2012-08-01,"MAT06","2","F5","2","Petasites frigidus","Below","below","Forbs",0
2012-08-01,"MAT06","2","F5","3","Petasites frigidus","Below","below","Forbs",0
2012-08-01,"MAT06","2","F5","4","Petasites frigidus","Below","below","Forbs",0
2012-08-01,"MAT06","2","F5","5","Petasites frigidus","Below","below","Forbs",0
2012-08-01,"MAT06","3","F5","1","Petasites frigidus","Below","below","Forbs",0
2012-08-01,"MAT06","3","F5","2","Petasites frigidus","Below","below","Forbs",0
2012-08-01,"MAT06","3","F5","3","Petasites frigidus","Below","below","Forbs",0
2012-08-01,"MAT06","3","F5","4","Petasites frigidus","Below","below","Forbs",0
2012-08-01,"MAT06","3","F5","5","Petasites frigidus","Below","below","Forbs",0
2012-08-01,"MAT06","1","F5","1","Pedicularis sp.","new above","new above","Forbs",0
2012-08-01,"MAT06","1","F5","2","Pedicularis sp.","new above","new above","Forbs",0.083
2012-08-01,"MAT06","1","F5","3","Pedicularis sp.","new above","new above","Forbs",0
2012-08-01,"MAT06","1","F5","4","Pedicularis sp.","new above","new above","Forbs",0
2012-08-01,"MAT06","1","F5","5","Pedicularis sp.","new above","new above","Forbs",0.006
2012-08-01,"MAT06","2","F5","1","Pedicularis sp.","new above","new above","Forbs",0.057
2012-08-01,"MAT06","2","F5","2","Pedicularis sp.","new above","new above","Forbs",0.189
2012-08-01,"MAT06","2","F5","3","Pedicularis sp.","new above","new above","Forbs",0
2012-08-01,"MAT06","2","F5","4","Pedicularis sp.","new above","new above","Forbs",0
2012-08-01,"MAT06","2","F5","5","Pedicularis sp.","new above","new above","Forbs",0
2012-08-01,"MAT06","3","F5","1","Pedicularis sp.","new above","new above","Forbs",0
2012-08-01,"MAT06","3","F5","2","Pedicularis sp.","new above","new above","Forbs",0
2012-08-01,"MAT06","3","F5","3","Pedicularis sp.","new above","new above","Forbs",0
2012-08-01,"MAT06","3","F5","4","Pedicularis sp.","new above","new above","Forbs",0.027
2012-08-01,"MAT06","3","F5","5","Pedicularis sp.","new above","new above","Forbs",0
2012-08-01,"MAT06","1","F5","1","Pedicularis sp.","Below","below","Forbs",0
2012-08-01,"MAT06","1","F5","2","Pedicularis sp.","Below","below","Forbs",0.05
2012-08-01,"MAT06","1","F5","3","Pedicularis sp.","Below","below","Forbs",0
2012-08-01,"MAT06","1","F5","4","Pedicularis sp.","Below","below","Forbs",0
2012-08-01,"MAT06","1","F5","5","Pedicularis sp.","Below","below","Forbs",0.006
2012-08-01,"MAT06","2","F5","1","Pedicularis sp.","Below","below","Forbs",0.159
2012-08-01,"MAT06","2","F5","2","Pedicularis sp.","Below","below","Forbs",0.164
2012-08-01,"MAT06","2","F5","3","Pedicularis sp.","Below","below","Forbs",0
2012-08-01,"MAT06","2","F5","4","Pedicularis sp.","Below","below","Forbs",0
2012-08-01,"MAT06","2","F5","5","Pedicularis sp.","Below","below","Forbs",0
2012-08-01,"MAT06","3","F5","1","Pedicularis sp.","Below","below","Forbs",0
2012-08-01,"MAT06","3","F5","2","Pedicularis sp.","Below","below","Forbs",0
2012-08-01,"MAT06","3","F5","3","Pedicularis sp.","Below","below","Forbs",0
2012-08-01,"MAT06","3","F5","4","Pedicularis sp.","Below","below","Forbs",0.007
2012-08-01,"MAT06","3","F5","5","Pedicularis sp.","Below","below","Forbs",0
2012-08-01,"MAT06","1","F5","1","Sphagnum","green",NA,"Mosses",0
2012-08-01,"MAT06","1","F5","2","Sphagnum","green",NA,"Mosses",0
2012-08-01,"MAT06","1","F5","3","Sphagnum","green",NA,"Mosses",0
2012-08-01,"MAT06","1","F5","4","Sphagnum","green",NA,"Mosses",0.002
2012-08-01,"MAT06","1","F5","5","Sphagnum","green",NA,"Mosses",0
2012-08-01,"MAT06","2","F5","1","Sphagnum","green",NA,"Mosses",0.031
2012-08-01,"MAT06","2","F5","2","Sphagnum","green",NA,"Mosses",0
2012-08-01,"MAT06","2","F5","3","Sphagnum","green",NA,"Mosses",0.636
2012-08-01,"MAT06","2","F5","4","Sphagnum","green",NA,"Mosses",0
2012-08-01,"MAT06","2","F5","5","Sphagnum","green",NA,"Mosses",0
2012-08-01,"MAT06","3","F5","1","Sphagnum","green",NA,"Mosses",0
2012-08-01,"MAT06","3","F5","2","Sphagnum","green",NA,"Mosses",0.44
2012-08-01,"MAT06","3","F5","3","Sphagnum","green",NA,"Mosses",0
2012-08-01,"MAT06","3","F5","4","Sphagnum","green",NA,"Mosses",1.761
2012-08-01,"MAT06","3","F5","5","Sphagnum","green",NA,"Mosses",0
2012-08-01,"MAT06","1","F5","1","Other Mosses","green",NA,"Mosses",1.296
2012-08-01,"MAT06","1","F5","2","Other Mosses","green",NA,"Mosses",0.336
2012-08-01,"MAT06","1","F5","3","Other Mosses","green",NA,"Mosses",1.68
2012-08-01,"MAT06","1","F5","4","Other Mosses","green",NA,"Mosses",3.431
2012-08-01,"MAT06","1","F5","5","Other Mosses","green",NA,"Mosses",0.611
2012-08-01,"MAT06","2","F5","1","Other Mosses","green",NA,"Mosses",1.392
2012-08-01,"MAT06","2","F5","2","Other Mosses","green",NA,"Mosses",1.345
2012-08-01,"MAT06","2","F5","3","Other Mosses","green",NA,"Mosses",0
2012-08-01,"MAT06","2","F5","4","Other Mosses","green",NA,"Mosses",0.542
2012-08-01,"MAT06","2","F5","5","Other Mosses","green",NA,"Mosses",0.199
2012-08-01,"MAT06","3","F5","1","Other Mosses","green",NA,"Mosses",0.093
2012-08-01,"MAT06","3","F5","2","Other Mosses","green",NA,"Mosses",0.547
2012-08-01,"MAT06","3","F5","3","Other Mosses","green",NA,"Mosses",0.513
2012-08-01,"MAT06","3","F5","4","Other Mosses","green",NA,"Mosses",0.682
2012-08-01,"MAT06","3","F5","5","Other Mosses","green",NA,"Mosses",0.195
2012-08-01,"MAT06","1","F5","1","Mixed Lichen","live","non-vascular","Lichens",0.158
2012-08-01,"MAT06","1","F5","2","Mixed Lichen","live","non-vascular","Lichens",0.833
2012-08-01,"MAT06","1","F5","3","Mixed Lichen","live","non-vascular","Lichens",1.67
2012-08-01,"MAT06","1","F5","4","Mixed Lichen","live","non-vascular","Lichens",0.622
2012-08-01,"MAT06","1","F5","5","Mixed Lichen","live","non-vascular","Lichens",1.324
2012-08-01,"MAT06","2","F5","1","Mixed Lichen","live","non-vascular","Lichens",0.001
2012-08-01,"MAT06","2","F5","2","Mixed Lichen","live","non-vascular","Lichens",0.046
2012-08-01,"MAT06","2","F5","3","Mixed Lichen","live","non-vascular","Lichens",0.286
2012-08-01,"MAT06","2","F5","4","Mixed Lichen","live","non-vascular","Lichens",1.298
2012-08-01,"MAT06","2","F5","5","Mixed Lichen","live","non-vascular","Lichens",6.237
2012-08-01,"MAT06","3","F5","1","Mixed Lichen","live","non-vascular","Lichens",0.279
2012-08-01,"MAT06","3","F5","2","Mixed Lichen","live","non-vascular","Lichens",0.097
2012-08-01,"MAT06","3","F5","3","Mixed Lichen","live","non-vascular","Lichens",0.216
2012-08-01,"MAT06","3","F5","4","Mixed Lichen","live","non-vascular","Lichens",0.76
2012-08-01,"MAT06","3","F5","5","Mixed Lichen","live","non-vascular","Lichens",0.462
2012-08-01,"MAT06","1","F10","1","Eriophorum vaginatum","blade","new above","Graminoids",1.945
2012-08-01,"MAT06","1","F10","2","Eriophorum vaginatum","blade","new above","Graminoids",0.578
2012-08-01,"MAT06","1","F10","3","Eriophorum vaginatum","blade","new above","Graminoids",3.354
2012-08-01,"MAT06","1","F10","4","Eriophorum vaginatum","blade","new above","Graminoids",0.399
2012-08-01,"MAT06","1","F10","5","Eriophorum vaginatum","blade","new above","Graminoids",4.125
2012-08-01,"MAT06","2","F10","1","Eriophorum vaginatum","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F10","2","Eriophorum vaginatum","blade","new above","Graminoids",0.125
2012-08-01,"MAT06","2","F10","3","Eriophorum vaginatum","blade","new above","Graminoids",0
2012-08-01,"MAT06","2","F10","4","Eriophorum vaginatum","blade","new above","Graminoids",0.505
2012-08-01,"MAT06","2","F10","5","Eriophorum vaginatum","blade","new above","Graminoids",0.187
2012-08-01,"MAT06","3","F10","1","Eriophorum vaginatum","blade","new above","Graminoids",0.016
2012-08-01,"MAT06","3","F10","2","Eriophorum vaginatum","blade","new above","Graminoids",0.158
2012-08-01,"MAT06","3","F10","3","Eriophorum vaginatum","blade","new above","Graminoids",3.319
2012-08-01,"MAT06","3","F10","4","Eriophorum vaginatum","blade","new above","Graminoids",0
2012-08-01,"MAT06","3","F10","5","Eriophorum vaginatum","blade","new above","Graminoids",0
2012-08-01,"MAT06","1","F10","1","Eriophorum vaginatum","sheath","new above","Graminoids",1.67
2012-08-01,"MAT06","1","F10","2","Eriophorum vaginatum","sheath","new above","Graminoids",0.455
2012-08-01,"MAT06","1","F10","3","Eriophorum vaginatum","sheath","new above","Graminoids",2.752
2012-08-01,"MAT06","1","F10","4","Eriophorum vaginatum","sheath","new above","Graminoids",0.712
2012-08-01,"MAT06","1","F10","5","Eriophorum vaginatum","sheath","new above","Graminoids",3.507
2012-08-01,"MAT06","2","F10","1","Eriophorum vaginatum","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F10","2","Eriophorum vaginatum","sheath","new above","Graminoids",0.085
2012-08-01,"MAT06","2","F10","3","Eriophorum vaginatum","sheath","new above","Graminoids",0
2012-08-01,"MAT06","2","F10","4","Eriophorum vaginatum","sheath","new above","Graminoids",0.462
2012-08-01,"MAT06","2","F10","5","Eriophorum vaginatum","sheath","new above","Graminoids",0.125
2012-08-01,"MAT06","3","F10","1","Eriophorum vaginatum","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F10","2","Eriophorum vaginatum","sheath","new above","Graminoids",0.049
2012-08-01,"MAT06","3","F10","3","Eriophorum vaginatum","sheath","new above","Graminoids",1.906
2012-08-01,"MAT06","3","F10","4","Eriophorum vaginatum","sheath","new above","Graminoids",0
2012-08-01,"MAT06","3","F10","5","Eriophorum vaginatum","sheath","new above","Graminoids",0
2012-08-01,"MAT06","1","F10","1","Eriophorum vaginatum","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F10","2","Eriophorum vaginatum","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F10","3","Eriophorum vaginatum","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F10","4","Eriophorum vaginatum","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F10","5","Eriophorum vaginatum","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F10","1","Eriophorum vaginatum","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F10","2","Eriophorum vaginatum","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F10","3","Eriophorum vaginatum","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F10","4","Eriophorum vaginatum","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","2","F10","5","Eriophorum vaginatum","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F10","1","Eriophorum vaginatum","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F10","2","Eriophorum vaginatum","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F10","3","Eriophorum vaginatum","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F10","4","Eriophorum vaginatum","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","3","F10","5","Eriophorum vaginatum","inflor/culm","new above","Graminoids",0
2012-08-01,"MAT06","1","F10","1","Eriophorum vaginatum","rhizome","below","Graminoids",2.704
2012-08-01,"MAT06","1","F10","2","Eriophorum vaginatum","rhizome","below","Graminoids",1.88
2012-08-01,"MAT06","1","F10","3","Eriophorum vaginatum","rhizome","below","Graminoids",5.906
2012-08-01,"MAT06","1","F10","4","Eriophorum vaginatum","rhizome","below","Graminoids",2.053
2012-08-01,"MAT06","1","F10","5","Eriophorum vaginatum","rhizome","below","Graminoids",8.106
2012-08-01,"MAT06","2","F10","1","Eriophorum vaginatum","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F10","2","Eriophorum vaginatum","rhizome","below","Graminoids",0.178
2012-08-01,"MAT06","2","F10","3","Eriophorum vaginatum","rhizome","below","Graminoids",0
2012-08-01,"MAT06","2","F10","4","Eriophorum vaginatum","rhizome","below","Graminoids",1.776
2012-08-01,"MAT06","2","F10","5","Eriophorum vaginatum","rhizome","below","Graminoids",1.715
2012-08-01,"MAT06","3","F10","1","Eriophorum vaginatum","rhizome","below","Graminoids",0.129
2012-08-01,"MAT06","3","F10","2","Eriophorum vaginatum","rhizome","below","Graminoids",0.733
2012-08-01,"MAT06","3","F10","3","Eriophorum vaginatum","rhizome","below","Graminoids",5.676
2012-08-01,"MAT06","3","F10","4","Eriophorum vaginatum","rhizome","below","Graminoids",1.342
2012-08-01,"MAT06","3","F10","5","Eriophorum vaginatum","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","F10","1","Eriophorum vaginatum","standing dead","litter","Graminoids",23.882
2012-08-01,"MAT06","1","F10","2","Eriophorum vaginatum","standing dead","litter","Graminoids",4.893
2012-08-01,"MAT06","1","F10","3","Eriophorum vaginatum","standing dead","litter","Graminoids",21.328
2012-08-01,"MAT06","1","F10","4","Eriophorum vaginatum","standing dead","litter","Graminoids",5.805
2012-08-01,"MAT06","1","F10","5","Eriophorum vaginatum","standing dead","litter","Graminoids",18.908
2012-08-01,"MAT06","2","F10","1","Eriophorum vaginatum","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F10","2","Eriophorum vaginatum","standing dead","litter","Graminoids",0.464
2012-08-01,"MAT06","2","F10","3","Eriophorum vaginatum","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","F10","4","Eriophorum vaginatum","standing dead","litter","Graminoids",10.076
2012-08-01,"MAT06","2","F10","5","Eriophorum vaginatum","standing dead","litter","Graminoids",3.542
2012-08-01,"MAT06","3","F10","1","Eriophorum vaginatum","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F10","2","Eriophorum vaginatum","standing dead","litter","Graminoids",3.427
2012-08-01,"MAT06","3","F10","3","Eriophorum vaginatum","standing dead","litter","Graminoids",7.132
2012-08-01,"MAT06","3","F10","4","Eriophorum vaginatum","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","F10","5","Eriophorum vaginatum","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","F10","1","Eriophorum vaginatum","new buds","new above","Graminoids",0.308
2012-08-01,"MAT06","1","F10","2","Eriophorum vaginatum","new buds","new above","Graminoids",0
2012-08-01,"MAT06","1","F10","3","Eriophorum vaginatum","new buds","new above","Graminoids",0.227
